,budget,genres,id,keywords,title,overview,popularity,production,runtime,tagline,vote_average,vote_count
658,45000000,action  thriller  science fiction,10483,car race  dystopia  matter of life and death  prison guard  car set on fire  escape from prison  exploding building  vehicle combat  car crash  violence,death race,Terminal Island  New York  2020  Overcrowding in the US penal system has reached a breaking point  Prisons have been turned over to a monolithic Weyland Corporation  which sees jails full of thugs as an opportunity for televised sport  Adrenalized inmates  a global audience hungry for violence and a spectacular  enclosed arena come together to form the  Death Race   the biggest  most brutal event ,42.57877,universal pictures  cruise wagner productions  impact pictures  relativity media  scion films  h2s2 filmproduktionsgesellschaft,105.0,get ready for a killer race ,6.0,1175
662,63000000,drama,550,support group  dual identity  nihilism  rage and hate  insomnia  dystopia  violence,fight club,A ticking time bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy  Their concept catches on  with underground  fight clubs  forming in every town  until an eccentric gets in the way and ignites an out of control spiral toward oblivion ,146.757391,regency enterprises  fox 2000 pictures  taurus film  linson films  atman entertainment  knickerbocker films,139.0,mischief  mayhem  soap ,8.3,9413
666,65000000,horror  thriller,100241,soul  queen  anti hero  fantasy  prince  supernatural  frankenstein  good vs evil  gargoyles  fighting  demon  dark  imax  3d,i  frankenstein,200 years after his shocking creation  Dr  Frankenstein s creature  Adam  still walks the earth  But when he finds himself in the middle of a war over the fate of humanity  Adam discovers he holds the key that could destroy humankind ,31.324734,lakeshore entertainment  sidney kimmel entertainment  lionsgate  hopscotch films,92.0,in the battle between good and evil  an immortal holds the key,5.0,687
668,43000000,action  fantasy,9947,martial arts  based on comic book  female assassin  spin off,elektra,Elektra the warrior survives a near death experience  becomes an assassin for hire  and tries to protect her two latest targets  a single father and his young daughter  from a group of supernatural assassins ,28.613892,twentieth century fox film corporation  regency enterprises  epsilon motion pictures  new regency pictures  marvel enterprises  horseshoe bay productions  elektra productions  sai productions,97.0,looks can kill,4.8,575
669,65000000,crime  thriller,189,detective  dystopia  dominatrix  murder  suspense  twins  based on graphic novel  dark horse comics  neo noir  3d,sin city  a dame to kill for,Some of Sin City s most hard boiled citizens cross paths with a few of its more reviled inhabitants ,85.428395,miramax films  troublemaker studios  ar films  aldamisa entertainment  demarest films  solipsist film  residaco,102.0,there is no justice without sin ,6.3,1286
671,55000000,adventure  drama,253412,mountains  snow storm  hiking  climbing  snow  death  blizzard  mountain climbing  based on true events  mount everest  3d,everest,Inspired by the incredible events surrounding a treacherous attempt to reach the summit of the world s highest mountain   Everest  documents the awe inspiring journey of two different expeditions challenged beyond their limits by one of the fiercest snowstorms ever encountered by mankind  Their mettle tested by the harshest of elements found on the planet  the climbers will face nearly impossible obstacles as a lifelong obsession becomes a breathtaking struggle for survival ,60.246978,universal pictures  working title films  walden media  cross creek pictures  free state pictures  rvk studios,121.0,the storm awaits ,6.7,1772
672,50000000,crime  fantasy  drama,1427,paris  female nudity  prostitute  small town  obsession  orgy  bad smell  nudity  lone wolf  lavender  nose  child prodigy  fish market  daughter  supernatural  genius  children s home  death  perfume,perfume  the story of a murderer,Jean Baptiste Grenouille  born in the stench of 18th century Paris  develops a superior olfactory sense  which he uses to create the world s finest perfumes  However  his work takes a dark turn as he tries to preserve scents in the search for the ultimate perfume ,42.551902,davis films  nouvelles éditions de films  nef   rising star  vip medienfonds 4  ikiru films  constantin film produktion  castelao producciones,147.0,based on the best selling novel,7.1,1165
673,63000000,comedy  crime  science fiction,818,saving the world  submarine  brother brother relationship  clone  spy  helicopter  gold  submachine gun  asteroid  undercover  belgium  dutch  car journey  nightclub  laser  sumo ringer  family history  auto  clowning  overweight man  conciliation  james bond spoof  duringcreditsstinger,austin powers in goldmember,The world s most shagadelic spy continues his fight against Dr  Evil  This time  the diabolical doctor and his clone  Mini Me  team up with a new foe     70s kingpin Goldmember  While pursuing the team of villains to stop them from world domination  Austin gets help from his dad and an old girlfriend ,40.137264,new line cinema  eric s boy  team todd  moving pictures  gratitude international,94.0,he s still evil    he s still deadly    and he s still surrounded by frickin  idiots ,5.9,979
674,65000000,animation  action  family  science fiction,16577,superhero,astro boy,Set in futuristic Metro City  Astro Boy is about a young robot with incredible powers created by a brilliant scientist in the image of the son he has lost  Unable to fulfill the grieving man s expectations  our hero embarks on a journey in search of acceptance  experiencing betrayal and a netherworld of robot gladiators  before he returns to save Metro City and reconcile with the father who had rejected him ,24.857079,the weinstein company  summit entertainment  tezuka production company ltd   imagi animation studios,94.0,have a blast ,6.1,409
675,63000000,adventure  science fiction,329,exotic island  dna  paleontology  tyrannosaurus rex  triceratops  brontosaurus  electric fence  island  dinosaur  amusement park  theme park  jurassic park,jurassic park,A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA  Before opening day  he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors  However  the park is anything but amusing as the security systems go off line and the dinosaurs escape ,40.413191,universal pictures  amblin entertainment,127.0,an adventure 65 million years in the making ,7.6,4856
679,64000000,comedy  crime,9072,baby  adoption  married couple  small person  criminal,little man,After leaving the prison  the dwarf criminal Calvin Sims joins to his moron brother Percy to steal an expensive huge diamond in a jewelry for the mobster Walken  They are chased by the police  and Calvin hides the stone in the purse of the executive Vanessa Edwards  whose husband Darryl Edwards wants to have a baby  Percy convinces Calvin to dress like a baby and be left in front of the Edwards s house to get inside the house and retrieve the diamond  Darryl and Vanessa keep Calvin for the weekend and decide to adopt him  while Walken threatens Darryl to get the stone back ,12.421504,revolution studios  wayans bros  entertainment,98.0,big things come in small packages,5.3,261
